"GEO_ID","NAME","B17021_001E","B17021_001EA","B17021_001M","B17021_001MA","B17021_002E","B17021_002EA","B17021_002M","B17021_002MA","B17021_003E","B17021_003M","B17021_003MA","B17021_003EA","B17021_004E","B17021_004EA","B17021_004M","B17021_004MA","B17021_005E","B17021_005EA","B17021_005M","B17021_005MA","B17021_006E","B17021_006EA","B17021_006M","B17021_006MA","B17021_007E","B17021_007EA","B17021_007M","B17021_007MA","B17021_008E","B17021_008EA","B17021_008M","B17021_008MA","B17021_009E","B17021_009EA","B17021_009M","B17021_009MA","B17021_010E","B17021_010EA","B17021_010M","B17021_010MA","B17021_011E","B17021_011EA","B17021_011M","B17021_011MA","B17021_012E","B17021_012M","B17021_012MA","B17021_012EA","B17021_013E","B17021_013EA","B17021_013M","B17021_013MA","B17021_014E","B17021_014M","B17021_014MA","B17021_014EA","B17021_015E","B17021_015EA","B17021_015M","B17021_015MA","B17021_016E","B17021_016EA","B17021_016M","B17021_016MA","B17021_017E","B17021_017EA","B17021_017M","B17021_017MA","B17021_018E","B17021_018EA","B17021_018M","B17021_018MA","B17021_019E","B17021_019EA","B17021_019M","B17021_019MA","B17021_020E","B17021_020EA","B17021_020M","B17021_020MA","B17021_021E","B17021_021EA","B17021_021M","B17021_021MA","B17021_022E","B17021_022EA","B17021_022M","B17021_022MA","B17021_023E","B17021_023M","B17021_023MA","B17021_023EA","B17021_024E","B17021_024EA","B17021_024M","B17021_024MA","B17021_025E","B17021_025EA","B17021_025M","B17021_025MA","B17021_026E","B17021_026EA","B17021_026M","B17021_026MA","B17021_027E","B17021_027EA","B17021_027M","B17021_027MA","B17021_028E","B17021_028EA","B17021_028M","B17021_028MA","B17021_029E","B17021_029EA","B17021_029M","B17021_029MA","B17021_030E","B17021_030EA","B17021_030M","B17021_030MA","B17021_031E","B17021_031M","B17021_031MA","B17021_031EA","B17021_032E","B17021_032EA","B17021_032M","B17021_032MA","B17021_033E","B17021_033EA","B17021_033M","B17021_033MA","B17021_034E","B17021_034EA","B17021_034M","B17021_034MA","B17021_035E","B17021_035M","B17021_035MA","B17021_035EA",
"1500000US516500118006","Block Group 6, Census Tract 118, Hampton city, Virginia","944","null","304","null","142","null","107","null","74","90","null","null","24","null","52","null","24","null","52","null","0","null","13","null","50","null","75","null","0","null","13","null","0","null","13","null","0","null","13","null","50","null","75","null","50","75","null","null","0","null","13","null","68","61","null","null","45","null","58","null","45","null","58","null","0","null","13","null","23","null","26","null","802","null","315","null","427","null","185","null","399","null","175","null","399","null","175","null","0","13","null","null","28","null","45","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","45","null","28","null","45","null","0","null","13","null","375","295","null","null","375","null","295","null","347","null","292","null","28","null","31","null","0","13","null","null",
"1500000US516500119001","Block Group 1, Census Tract 119, Hampton city, Virginia","997","null","300","null","229","null","218","null","229","218","null","null","0","null","13","null","0","null","13","null","0","null","13","null","229","null","218","null","0","null","13","null","0","null","13","null","0","null","13","null","229","null","218","null","229","218","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","768","null","318","null","570","null","311","null","97","null","79","null","97","null","79","null","0","13","null","null","473","null","293","null","367","null","289","null","334","null","260","null","33","null","47","null","106","null","99","null","106","null","99","null","0","null","13","null","198","124","null","null","175","null","111","null","153","null","105","null","22","null","29","null","23","32","null","null",
"1500000US516500119002","Block Group 2, Census Tract 119, Hampton city, Virginia","742","null","245","null","84","null","66","null","27","40","null","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","40","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","40","null","27","40","null","null","0","null","13","null","57","50","null","null","53","null","50","null","44","null","47","null","9","null","15","null","4","null","3","null","658","null","248","null","443","null","182","null","120","null","102","null","120","null","102","null","0","13","null","null","323","null","155","null","83","null","118","null","83","null","118","null","0","null","13","null","240","null","133","null","240","null","133","null","0","null","13","null","215","168","null","null","145","null","105","null","107","null","85","null","38","null","60","null","70","86","null","null",
"1500000US516500119003","Block Group 3, Census Tract 119, Hampton city, Virginia","744","null","240","null","55","null","84","null","55","84","null","null","0","null","13","null","0","null","13","null","0","null","13","null","55","null","84","null","0","null","13","null","0","null","13","null","0","null","13","null","55","null","84","null","55","84","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","689","null","227","null","594","null","231","null","319","null","229","null","319","null","229","null","0","13","null","null","275","null","212","null","0","null","13","null","0","null","13","null","0","null","13","null","275","null","212","null","275","null","212","null","0","null","13","null","95","64","null","null","95","null","64","null","95","null","64","null","0","null","13","null","0","13","null","null",
"1500000US516500120001","Block Group 1, Census Tract 120, Hampton city, Virginia","2269","null","462","null","580","null","338","null","469","335","null","null","225","null","286","null","225","null","286","null","0","null","13","null","244","null","178","null","60","null","104","null","60","null","104","null","0","null","13","null","184","null","182","null","138","173","null","null","46","null","68","null","111","93","null","null","37","null","30","null","21","null","24","null","16","null","18","null","74","null","74","null","1689","null","441","null","1358","null","472","null","526","null","223","null","526","null","223","null","0","13","null","null","832","null","403","null","227","null","213","null","208","null","203","null","19","null","20","null","605","null","363","null","605","null","363","null","0","null","13","null","331","127","null","null","322","null","125","null","302","null","123","null","20","null","24","null","9","15","null","null",
"1500000US516500120002","Block Group 2, Census Tract 120, Hampton city, Virginia","1108","null","463","null","108","null","82","null","82","73","null","null","0","null","13","null","0","null","13","null","0","null","13","null","82","null","73","null","0","null","13","null","0","null","13","null","0","null","13","null","82","null","73","null","76","69","null","null","6","null","11","null","26","30","null","null","26","null","30","null","26","null","30","null","0","null","13","null","0","null","13","null","1000","null","461","null","850","null","453","null","629","null","420","null","629","null","420","null","0","13","null","null","221","null","167","null","108","null","129","null","98","null","115","null","10","null","16","null","113","null","107","null","113","null","107","null","0","null","13","null","150","79","null","null","119","null","62","null","95","null","60","null","24","null","27","null","31","35","null","null",
"1500000US516500121001","Block Group 1, Census Tract 121, Hampton city, Virginia","694","null","218","null","53","null","60","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","53","60","null","null","53","null","60","null","53","null","60","null","0","null","13","null","0","null","13","null","641","null","215","null","529","null","256","null","476","null","258","null","476","null","258","null","0","13","null","null","53","null","94","null","0","null","13","null","0","null","13","null","0","null","13","null","53","null","94","null","53","null","94","null","0","null","13","null","112","99","null","null","112","null","99","null","112","null","99","null","0","null","13","null","0","13","null","null",
"1500000US516500121002","Block Group 2, Census Tract 121, Hampton city, Virginia","2796","null","757","null","108","null","97","null","53","84","null","null","0","null","13","null","0","null","13","null","0","null","13","null","53","null","84","null","0","null","13","null","0","null","13","null","0","null","13","null","53","null","84","null","53","84","null","null","0","null","13","null","55","51","null","null","30","null","35","null","30","null","35","null","0","null","13","null","25","null","40","null","2688","null","758","null","2408","null","756","null","2228","null","774","null","2228","null","774","null","0","13","null","null","180","null","237","null","142","null","221","null","142","null","221","null","0","null","13","null","38","null","59","null","38","null","59","null","0","null","13","null","280","166","null","null","270","null","164","null","239","null","163","null","31","null","37","null","10","18","null","null",
"1500000US516500121003","Block Group 3, Census Tract 121, Hampton city, Virginia","1804","null","484","null","103","null","87","null","86","83","null","null","23","null","41","null","0","null","13","null","23","null","41","null","63","null","74","null","28","null","44","null","0","null","13","null","28","null","44","null","35","null","59","null","35","59","null","null","0","null","13","null","17","28","null","null","17","null","28","null","17","null","28","null","0","null","13","null","0","null","13","null","1701","null","470","null","1357","null","421","null","955","null","325","null","955","null","325","null","0","13","null","null","402","null","246","null","230","null","206","null","230","null","206","null","0","null","13","null","172","null","152","null","172","null","152","null","0","null","13","null","344","229","null","null","151","null","89","null","91","null","70","null","60","null","51","null","193","176","null","null",
"1500000US516500121004","Block Group 4, Census Tract 121, Hampton city, Virginia","597","null","262","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","597","null","262","null","499","null","260","null","499","null","260","null","499","null","260","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","98","62","null","null","98","null","62","null","98","null","62","null","0","null","13","null","0","13","null","null",
"1500000US516509901000","Block Group 0, Census Tract 9901, Hampton city, Virginia","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
