"GEO_ID","NAME","B17021_001E","B17021_001EA","B17021_001M","B17021_001MA","B17021_002E","B17021_002EA","B17021_002M","B17021_002MA","B17021_003E","B17021_003M","B17021_003MA","B17021_003EA","B17021_004E","B17021_004EA","B17021_004M","B17021_004MA","B17021_005E","B17021_005EA","B17021_005M","B17021_005MA","B17021_006E","B17021_006EA","B17021_006M","B17021_006MA","B17021_007E","B17021_007EA","B17021_007M","B17021_007MA","B17021_008E","B17021_008EA","B17021_008M","B17021_008MA","B17021_009E","B17021_009EA","B17021_009M","B17021_009MA","B17021_010E","B17021_010EA","B17021_010M","B17021_010MA","B17021_011E","B17021_011EA","B17021_011M","B17021_011MA","B17021_012E","B17021_012M","B17021_012MA","B17021_012EA","B17021_013E","B17021_013EA","B17021_013M","B17021_013MA","B17021_014E","B17021_014M","B17021_014MA","B17021_014EA","B17021_015E","B17021_015EA","B17021_015M","B17021_015MA","B17021_016E","B17021_016EA","B17021_016M","B17021_016MA","B17021_017E","B17021_017EA","B17021_017M","B17021_017MA","B17021_018E","B17021_018EA","B17021_018M","B17021_018MA","B17021_019E","B17021_019EA","B17021_019M","B17021_019MA","B17021_020E","B17021_020EA","B17021_020M","B17021_020MA","B17021_021E","B17021_021EA","B17021_021M","B17021_021MA","B17021_022E","B17021_022EA","B17021_022M","B17021_022MA","B17021_023E","B17021_023M","B17021_023MA","B17021_023EA","B17021_024E","B17021_024EA","B17021_024M","B17021_024MA","B17021_025E","B17021_025EA","B17021_025M","B17021_025MA","B17021_026E","B17021_026EA","B17021_026M","B17021_026MA","B17021_027E","B17021_027EA","B17021_027M","B17021_027MA","B17021_028E","B17021_028EA","B17021_028M","B17021_028MA","B17021_029E","B17021_029EA","B17021_029M","B17021_029MA","B17021_030E","B17021_030EA","B17021_030M","B17021_030MA","B17021_031E","B17021_031M","B17021_031MA","B17021_031EA","B17021_032E","B17021_032EA","B17021_032M","B17021_032MA","B17021_033E","B17021_033EA","B17021_033M","B17021_033MA","B17021_034E","B17021_034EA","B17021_034M","B17021_034MA","B17021_035E","B17021_035M","B17021_035MA","B17021_035EA",
"1500000US516500106011","Block Group 1, Census Tract 106.01, Hampton city, Virginia","797","null","289","null","388","null","277","null","224","254","null","null","0","null","13","null","0","null","13","null","0","null","13","null","224","null","254","null","0","null","13","null","0","null","13","null","0","null","13","null","224","null","254","null","224","254","null","null","0","null","13","null","164","143","null","null","50","null","55","null","25","null","36","null","25","null","41","null","114","null","114","null","409","null","183","null","133","null","102","null","67","null","84","null","67","null","84","null","0","13","null","null","66","null","65","null","29","null","48","null","29","null","48","null","0","null","13","null","37","null","42","null","37","null","42","null","0","null","13","null","276","168","null","null","203","null","100","null","97","null","62","null","106","null","91","null","73","81","null","null",
"1500000US516500106012","Block Group 2, Census Tract 106.01, Hampton city, Virginia","701","null","267","null","270","null","200","null","141","154","null","null","0","null","13","null","0","null","13","null","0","null","13","null","141","null","154","null","68","null","108","null","68","null","108","null","0","null","13","null","73","null","110","null","73","110","null","null","0","null","13","null","129","127","null","null","76","null","72","null","0","null","13","null","76","null","72","null","53","null","67","null","431","null","174","null","174","null","160","null","65","null","80","null","65","null","80","null","0","13","null","null","109","null","172","null","109","null","172","null","109","null","172","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","257","105","null","null","202","null","95","null","193","null","96","null","9","null","14","null","55","70","null","null",
"1500000US516500106021","Block Group 1, Census Tract 106.02, Hampton city, Virginia","989","null","283","null","252","null","158","null","210","153","null","null","0","null","13","null","0","null","13","null","0","null","13","null","210","null","153","null","0","null","13","null","0","null","13","null","0","null","13","null","210","null","153","null","210","153","null","null","0","null","13","null","42","48","null","null","42","null","48","null","42","null","48","null","0","null","13","null","0","null","13","null","737","null","212","null","674","null","206","null","358","null","203","null","358","null","203","null","0","13","null","null","316","null","231","null","43","null","68","null","43","null","68","null","0","null","13","null","273","null","234","null","242","null","219","null","31","null","45","null","63","52","null","null","52","null","44","null","41","null","41","null","11","null","16","null","11","17","null","null",
"1500000US516500106022","Block Group 2, Census Tract 106.02, Hampton city, Virginia","1117","null","279","null","347","null","203","null","252","201","null","null","25","null","38","null","25","null","38","null","0","null","13","null","227","null","197","null","7","null","16","null","0","null","13","null","7","null","16","null","220","null","198","null","220","198","null","null","0","null","13","null","95","49","null","null","79","null","43","null","68","null","41","null","11","null","18","null","16","null","26","null","770","null","225","null","540","null","234","null","208","null","167","null","208","null","167","null","0","13","null","null","332","null","224","null","16","null","34","null","16","null","34","null","0","null","13","null","316","null","216","null","290","null","212","null","26","null","42","null","230","94","null","null","187","null","83","null","155","null","83","null","32","null","35","null","43","39","null","null",
"1500000US516500107011","Block Group 1, Census Tract 107.01, Hampton city, Virginia","1594","null","328","null","194","null","125","null","59","95","null","null","0","null","13","null","0","null","13","null","0","null","13","null","59","null","95","null","0","null","13","null","0","null","13","null","0","null","13","null","59","null","95","null","59","95","null","null","0","null","13","null","135","98","null","null","86","null","54","null","63","null","45","null","23","null","36","null","49","null","59","null","1400","null","278","null","957","null","246","null","761","null","271","null","761","null","271","null","0","13","null","null","196","null","166","null","47","null","51","null","47","null","51","null","0","null","13","null","149","null","155","null","123","null","153","null","26","null","42","null","443","170","null","null","332","null","127","null","293","null","119","null","39","null","38","null","111","91","null","null",
"1500000US516500107012","Block Group 2, Census Tract 107.01, Hampton city, Virginia","2048","null","467","null","862","null","417","null","710","417","null","null","151","null","247","null","151","null","247","null","0","null","13","null","559","null","321","null","0","null","13","null","0","null","13","null","0","null","13","null","559","null","321","null","559","321","null","null","0","null","13","null","152","97","null","null","98","null","58","null","65","null","41","null","33","null","41","null","54","null","53","null","1186","null","285","null","804","null","230","null","390","null","194","null","390","null","194","null","0","13","null","null","414","null","196","null","128","null","149","null","106","null","116","null","22","null","34","null","286","null","182","null","286","null","182","null","0","null","13","null","382","218","null","null","318","null","206","null","282","null","205","null","36","null","34","null","64","55","null","null",
"1500000US516500107021","Block Group 1, Census Tract 107.02, Hampton city, Virginia","2011","null","306","null","368","null","194","null","284","196","null","null","235","null","206","null","235","null","206","null","0","null","13","null","49","null","57","null","37","null","42","null","0","null","13","null","37","null","42","null","12","null","28","null","12","28","null","null","0","null","13","null","84","67","null","null","22","null","32","null","22","null","32","null","0","null","13","null","62","null","74","null","1643","null","291","null","1404","null","297","null","991","null","271","null","991","null","271","null","0","13","null","null","413","null","227","null","348","null","212","null","326","null","199","null","22","null","34","null","65","null","75","null","65","null","75","null","0","null","13","null","239","88","null","null","232","null","85","null","190","null","81","null","42","null","40","null","7","11","null","null",
"1500000US516500107022","Block Group 2, Census Tract 107.02, Hampton city, Virginia","1789","null","446","null","260","null","215","null","102","79","null","null","32","null","50","null","32","null","50","null","0","null","13","null","70","null","65","null","35","null","42","null","35","null","42","null","0","null","13","null","35","null","49","null","27","47","null","null","8","null","13","null","158","201","null","null","158","null","201","null","158","null","201","null","0","null","13","null","0","null","13","null","1529","null","418","null","1192","null","397","null","875","null","369","null","875","null","369","null","0","13","null","null","317","null","181","null","122","null","114","null","122","null","114","null","0","null","13","null","195","null","132","null","188","null","130","null","7","null","12","null","337","168","null","null","260","null","113","null","189","null","84","null","71","null","67","null","77","71","null","null",
"1500000US516500107031","Block Group 1, Census Tract 107.03, Hampton city, Virginia","995","null","216","null","85","null","94","null","76","92","null","null","29","null","33","null","29","null","33","null","0","null","13","null","47","null","84","null","0","null","13","null","0","null","13","null","0","null","13","null","47","null","84","null","47","84","null","null","0","null","13","null","9","14","null","null","9","null","14","null","9","null","14","null","0","null","13","null","0","null","13","null","910","null","230","null","723","null","200","null","575","null","212","null","575","null","212","null","0","13","null","null","148","null","114","null","38","null","62","null","38","null","62","null","0","null","13","null","110","null","96","null","110","null","96","null","0","null","13","null","187","137","null","null","118","null","66","null","68","null","43","null","50","null","56","null","69","83","null","null",
"1500000US516500107032","Block Group 2, Census Tract 107.03, Hampton city, Virginia","1299","null","286","null","138","null","128","null","138","128","null","null","5","null","12","null","0","null","13","null","5","null","12","null","133","null","129","null","79","null","100","null","79","null","100","null","0","null","13","null","54","null","87","null","54","87","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","1161","null","293","null","855","null","254","null","546","null","200","null","546","null","200","null","0","13","null","null","309","null","171","null","115","null","134","null","103","null","129","null","12","null","19","null","194","null","128","null","169","null","125","null","25","null","38","null","306","199","null","null","182","null","80","null","153","null","77","null","29","null","39","null","124","159","null","null",
"1500000US516500107033","Block Group 3, Census Tract 107.03, Hampton city, Virginia","517","null","152","null","104","null","59","null","69","55","null","null","69","null","55","null","69","null","55","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","35","41","null","null","22","null","26","null","12","null","20","null","10","null","16","null","13","null","20","null","413","null","154","null","379","null","151","null","283","null","154","null","283","null","154","null","0","13","null","null","96","null","95","null","45","null","72","null","36","null","59","null","9","null","14","null","51","null","59","null","51","null","59","null","0","null","13","null","34","48","null","null","34","null","48","null","34","null","48","null","0","null","13","null","0","13","null","null",
"1500000US516500108001","Block Group 1, Census Tract 108, Hampton city, Virginia","1600","null","499","null","416","null","288","null","254","276","null","null","0","null","13","null","0","null","13","null","0","null","13","null","254","null","276","null","0","null","13","null","0","null","13","null","0","null","13","null","254","null","276","null","254","276","null","null","0","null","13","null","162","110","null","null","162","null","110","null","162","null","110","null","0","null","13","null","0","null","13","null","1184","null","459","null","807","null","465","null","671","null","461","null","671","null","461","null","0","13","null","null","136","null","134","null","101","null","122","null","101","null","122","null","0","null","13","null","35","null","59","null","35","null","59","null","0","null","13","null","377","195","null","null","320","null","147","null","261","null","133","null","59","null","83","null","57","79","null","null",
"1500000US516500108002","Block Group 2, Census Tract 108, Hampton city, Virginia","1133","null","451","null","113","null","109","null","52","61","null","null","52","null","61","null","28","null","41","null","24","null","41","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","61","97","null","null","0","null","13","null","0","null","13","null","0","null","13","null","61","null","97","null","1020","null","410","null","800","null","436","null","626","null","390","null","626","null","390","null","0","13","null","null","174","null","167","null","0","null","13","null","0","null","13","null","0","null","13","null","174","null","167","null","174","null","167","null","0","null","13","null","220","130","null","null","186","null","106","null","119","null","74","null","67","null","84","null","34","46","null","null",
"1500000US516500108003","Block Group 3, Census Tract 108, Hampton city, Virginia","1473","null","794","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","1473","null","794","null","1396","null","807","null","1195","null","804","null","1195","null","804","null","0","13","null","null","201","null","149","null","0","null","13","null","0","null","13","null","0","null","13","null","201","null","149","null","201","null","149","null","0","null","13","null","77","49","null","null","77","null","49","null","77","null","49","null","0","null","13","null","0","13","null","null",
"1500000US516500108004","Block Group 4, Census Tract 108, Hampton city, Virginia","755","null","263","null","181","null","212","null","154","218","null","null","0","null","13","null","0","null","13","null","0","null","13","null","154","null","218","null","0","null","13","null","0","null","13","null","0","null","13","null","154","null","218","null","92","130","null","null","62","null","89","null","27","30","null","null","14","null","23","null","0","null","13","null","14","null","23","null","13","null","20","null","574","null","256","null","210","null","113","null","127","null","109","null","127","null","109","null","0","13","null","null","83","null","80","null","83","null","80","null","83","null","80","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","364","250","null","null","172","null","109","null","70","null","77","null","102","null","85","null","192","172","null","null",
"1500000US516500109001","Block Group 1, Census Tract 109, Hampton city, Virginia","1001","null","340","null","416","null","340","null","236","277","null","null","0","null","13","null","0","null","13","null","0","null","13","null","236","null","277","null","0","null","13","null","0","null","13","null","0","null","13","null","236","null","277","null","236","277","null","null","0","null","13","null","180","216","null","null","62","null","60","null","28","null","30","null","34","null","52","null","118","null","163","null","585","null","163","null","431","null","172","null","124","null","89","null","124","null","89","null","0","13","null","null","307","null","149","null","0","null","13","null","0","null","13","null","0","null","13","null","307","null","149","null","307","null","149","null","0","null","13","null","154","76","null","null","114","null","54","null","109","null","55","null","5","null","8","null","40","59","null","null",
"1500000US516500109002","Block Group 2, Census Tract 109, Hampton city, Virginia","1100","null","220","null","219","null","102","null","134","95","null","null","64","null","80","null","64","null","80","null","0","null","13","null","70","null","60","null","47","null","49","null","40","null","48","null","7","null","11","null","23","null","36","null","23","36","null","null","0","null","13","null","85","43","null","null","49","null","37","null","49","null","37","null","0","null","13","null","36","null","25","null","881","null","201","null","649","null","218","null","351","null","163","null","342","null","160","null","9","14","null","null","298","null","185","null","72","null","66","null","61","null","54","null","11","null","15","null","226","null","172","null","226","null","172","null","0","null","13","null","232","99","null","null","180","null","67","null","128","null","60","null","52","null","37","null","52","47","null","null",
"1500000US516500110011","Block Group 1, Census Tract 110.01, Hampton city, Virginia","1163","null","350","null","65","null","62","null","13","21","null","null","0","null","13","null","0","null","13","null","0","null","13","null","13","null","21","null","0","null","13","null","0","null","13","null","0","null","13","null","13","null","21","null","0","13","null","null","13","null","21","null","52","59","null","null","50","null","58","null","50","null","58","null","0","null","13","null","2","null","4","null","1098","null","364","null","640","null","361","null","419","null","262","null","419","null","262","null","0","13","null","null","221","null","237","null","0","null","13","null","0","null","13","null","0","null","13","null","221","null","237","null","160","null","158","null","61","null","90","null","458","186","null","null","380","null","133","null","294","null","117","null","86","null","92","null","78","80","null","null",
"1500000US516500110012","Block Group 2, Census Tract 110.01, Hampton city, Virginia","1065","null","466","null","23","null","28","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","23","28","null","null","23","null","28","null","23","null","28","null","0","null","13","null","0","null","13","null","1042","null","467","null","871","null","467","null","871","null","467","null","871","null","467","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","171","103","null","null","160","null","97","null","147","null","94","null","13","null","22","null","11","19","null","null",
"1500000US516500110021","Block Group 1, Census Tract 110.02, Hampton city, Virginia","1155","null","453","null","158","null","135","null","82","100","null","null","82","null","100","null","82","null","100","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","76","90","null","null","76","null","90","null","76","null","90","null","0","null","13","null","0","null","13","null","997","null","448","null","858","null","472","null","285","null","216","null","285","null","216","null","0","13","null","null","573","null","475","null","0","null","13","null","0","null","13","null","0","null","13","null","573","null","475","null","536","null","461","null","37","null","45","null","139","92","null","null","109","null","65","null","81","null","58","null","28","null","39","null","30","41","null","null",
"1500000US516500110022","Block Group 2, Census Tract 110.02, Hampton city, Virginia","2011","null","662","null","613","null","455","null","414","407","null","null","33","null","43","null","28","null","41","null","5","null","16","null","381","null","398","null","72","null","90","null","0","null","13","null","72","null","90","null","309","null","391","null","309","391","null","null","0","null","13","null","199","183","null","null","167","null","174","null","25","null","33","null","142","null","171","null","32","null","45","null","1398","null","448","null","1214","null","452","null","920","null","384","null","915","null","383","null","5","15","null","null","294","null","286","null","151","null","209","null","109","null","141","null","42","null","73","null","143","null","192","null","143","null","192","null","0","null","13","null","184","127","null","null","125","null","89","null","118","null","82","null","7","null","25","null","59","83","null","null",
"1500000US516500111001","Block Group 1, Census Tract 111, Hampton city, Virginia","409","null","91","null","15","null","17","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","15","17","null","null","3","null","5","null","0","null","13","null","3","null","5","null","12","null","13","null","394","null","88","null","239","null","73","null","232","null","74","null","221","null","67","null","11","16","null","null","7","null","10","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","10","null","7","null","10","null","0","null","13","null","155","54","null","null","124","null","46","null","109","null","44","null","15","null","12","null","31","26","null","null",
"1500000US516500112001","Block Group 1, Census Tract 112, Hampton city, Virginia","1044","null","235","null","211","null","179","null","202","179","null","null","84","null","128","null","68","null","126","null","16","null","24","null","118","null","136","null","41","null","51","null","32","null","48","null","9","null","14","null","77","null","125","null","77","125","null","null","0","null","13","null","9","15","null","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","15","null","833","null","203","null","652","null","213","null","500","null","198","null","485","null","190","null","15","23","null","null","152","null","110","null","57","null","67","null","57","null","67","null","0","null","13","null","95","null","99","null","95","null","99","null","0","null","13","null","181","84","null","null","155","null","71","null","128","null","65","null","27","null","24","null","26","28","null","null",
"1500000US516500112002","Block Group 2, Census Tract 112, Hampton city, Virginia","492","null","236","null","127","null","114","null","86","104","null","null","0","null","13","null","0","null","13","null","0","null","13","null","86","null","104","null","0","null","13","null","0","null","13","null","0","null","13","null","86","null","104","null","86","104","null","null","0","null","13","null","41","35","null","null","41","null","35","null","41","null","35","null","0","null","13","null","0","null","13","null","365","null","200","null","242","null","180","null","140","null","91","null","140","null","91","null","0","13","null","null","102","null","160","null","0","null","13","null","0","null","13","null","0","null","13","null","102","null","160","null","99","null","158","null","3","null","10","null","123","96","null","null","82","null","48","null","46","null","33","null","36","null","48","null","41","55","null","null",
"1500000US516500112003","Block Group 3, Census Tract 112, Hampton city, Virginia","1141","null","448","null","111","null","103","null","50","91","null","null","39","null","88","null","39","null","88","null","0","null","13","null","11","null","17","null","11","null","17","null","0","null","13","null","11","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null","61","52","null","null","47","null","43","null","47","null","43","null","0","null","13","null","14","null","25","null","1030","null","442","null","925","null","450","null","715","null","446","null","715","null","446","null","0","13","null","null","210","null","161","null","16","null","27","null","16","null","27","null","0","null","13","null","194","null","158","null","194","null","158","null","0","null","13","null","105","98","null","null","65","null","54","null","25","null","23","null","40","null","50","null","40","48","null","null",
"1500000US516500113001","Block Group 1, Census Tract 113, Hampton city, Virginia","1528","null","494","null","698","null","467","null","624","477","null","null","26","null","31","null","26","null","31","null","0","null","13","null","598","null","476","null","0","null","13","null","0","null","13","null","0","null","13","null","598","null","476","null","558","452","null","null","40","null","47","null","74","44","null","null","61","null","41","null","61","null","41","null","0","null","13","null","13","null","15","null","830","null","220","null","512","null","199","null","200","null","109","null","188","null","101","null","12","20","null","null","312","null","155","null","58","null","82","null","58","null","82","null","0","null","13","null","254","null","146","null","254","null","146","null","0","null","13","null","318","118","null","null","270","null","110","null","222","null","116","null","48","null","34","null","48","40","null","null",
"1500000US516500113002","Block Group 2, Census Tract 113, Hampton city, Virginia","589","null","162","null","139","null","116","null","72","88","null","null","7","null","12","null","7","null","12","null","0","null","13","null","65","null","87","null","46","null","80","null","40","null","72","null","6","null","9","null","19","null","30","null","19","30","null","null","0","null","13","null","67","68","null","null","31","null","33","null","17","null","29","null","14","null","18","null","36","null","46","null","450","null","116","null","270","null","99","null","220","null","92","null","212","null","90","null","8","13","null","null","50","null","40","null","0","null","13","null","0","null","13","null","0","null","13","null","50","null","40","null","50","null","40","null","0","null","13","null","180","68","null","null","149","null","57","null","141","null","57","null","8","null","12","null","31","32","null","null",
"1500000US516500114001","Block Group 1, Census Tract 114, Hampton city, Virginia","335","null","133","null","226","null","92","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","226","92","null","null","120","null","48","null","50","null","39","null","70","null","38","null","106","null","60","null","109","null","104","null","69","null","101","null","69","null","101","null","69","null","101","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","40","26","null","null","34","null","24","null","21","null","20","null","13","null","20","null","6","9","null","null",
"1500000US516500115001","Block Group 1, Census Tract 115, Hampton city, Virginia","1166","null","246","null","151","null","135","null","103","122","null","null","0","null","13","null","0","null","13","null","0","null","13","null","103","null","122","null","0","null","13","null","0","null","13","null","0","null","13","null","103","null","122","null","93","122","null","null","10","null","16","null","48","46","null","null","38","null","45","null","0","null","13","null","38","null","45","null","10","null","15","null","1015","null","221","null","826","null","235","null","634","null","216","null","634","null","216","null","0","13","null","null","192","null","171","null","22","null","35","null","22","null","35","null","0","null","13","null","170","null","169","null","140","null","131","null","30","null","41","null","189","78","null","null","148","null","66","null","140","null","65","null","8","null","13","null","41","46","null","null",
"1500000US516500115002","Block Group 2, Census Tract 115, Hampton city, Virginia","641","null","178","null","33","null","31","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","33","31","null","null","33","null","31","null","33","null","31","null","0","null","13","null","0","null","13","null","608","null","180","null","530","null","184","null","459","null","165","null","459","null","165","null","0","13","null","null","71","null","81","null","26","null","39","null","26","null","39","null","0","null","13","null","45","null","72","null","35","null","50","null","10","null","25","null","78","46","null","null","71","null","39","null","62","null","35","null","9","null","15","null","7","12","null","null",
"1500000US516500115003","Block Group 3, Census Tract 115, Hampton city, Virginia","954","null","301","null","22","null","21","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","22","21","null","null","15","null","18","null","15","null","18","null","0","null","13","null","7","null","11","null","932","null","305","null","681","null","262","null","681","null","262","null","681","null","262","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","251","192","null","null","170","null","97","null","95","null","43","null","75","null","86","null","81","110","null","null",
"1500000US516500115004","Block Group 4, Census Tract 115, Hampton city, Virginia","887","null","220","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","887","null","220","null","649","null","164","null","538","null","172","null","538","null","172","null","0","13","null","null","111","null","80","null","6","null","10","null","6","null","10","null","0","null","13","null","105","null","80","null","105","null","80","null","0","null","13","null","238","171","null","null","152","null","88","null","90","null","58","null","62","null","71","null","86","102","null","null",
"1500000US516500116001","Block Group 1, Census Tract 116, Hampton city, Virginia","1660","null","733","null","43","null","55","null","33","53","null","null","0","null","13","null","0","null","13","null","0","null","13","null","33","null","53","null","33","null","53","null","33","null","53","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","10","16","null","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","16","null","1617","null","730","null","1532","null","733","null","973","null","707","null","973","null","707","null","0","13","null","null","559","null","271","null","273","null","241","null","273","null","241","null","0","null","13","null","286","null","184","null","286","null","184","null","0","null","13","null","85","64","null","null","85","null","64","null","74","null","62","null","11","null","16","null","0","13","null","null",
"1500000US516500116002","Block Group 2, Census Tract 116, Hampton city, Virginia","1016","null","297","null","149","null","115","null","74","95","null","null","0","null","13","null","0","null","13","null","0","null","13","null","74","null","95","null","0","null","13","null","0","null","13","null","0","null","13","null","74","null","95","null","74","95","null","null","0","null","13","null","75","52","null","null","75","null","52","null","75","null","52","null","0","null","13","null","0","null","13","null","867","null","299","null","602","null","284","null","448","null","227","null","448","null","227","null","0","13","null","null","154","null","162","null","0","null","13","null","0","null","13","null","0","null","13","null","154","null","162","null","154","null","162","null","0","null","13","null","265","126","null","null","255","null","123","null","246","null","121","null","9","null","15","null","10","15","null","null",
"1500000US516500116003","Block Group 3, Census Tract 116, Hampton city, Virginia","356","null","158","null","19","null","21","null","8","15","null","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","15","null","8","null","15","null","0","null","13","null","8","null","15","null","0","null","13","null","0","13","null","null","0","null","13","null","11","17","null","null","11","null","17","null","11","null","17","null","0","null","13","null","0","null","13","null","337","null","159","null","288","null","152","null","237","null","141","null","237","null","141","null","0","13","null","null","51","null","58","null","51","null","58","null","51","null","58","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","49","43","null","null","49","null","43","null","49","null","43","null","0","null","13","null","0","13","null","null",
"1500000US516500118001","Block Group 1, Census Tract 118, Hampton city, Virginia","1351","null","417","null","373","null","282","null","283","285","null","null","19","null","32","null","19","null","32","null","0","null","13","null","264","null","284","null","13","null","30","null","13","null","30","null","0","null","13","null","251","null","286","null","251","286","null","null","0","null","13","null","90","102","null","null","38","null","44","null","13","null","20","null","25","null","39","null","52","null","63","null","978","null","389","null","897","null","380","null","453","null","266","null","453","null","266","null","0","13","null","null","444","null","389","null","7","null","14","null","0","null","13","null","7","null","14","null","437","null","391","null","437","null","391","null","0","null","13","null","81","62","null","null","68","null","45","null","51","null","38","null","17","null","22","null","13","28","null","null",
"1500000US516500118002","Block Group 2, Census Tract 118, Hampton city, Virginia","415","null","183","null","75","null","72","null","35","56","null","null","0","null","13","null","0","null","13","null","0","null","13","null","35","null","56","null","0","null","13","null","0","null","13","null","0","null","13","null","35","null","56","null","35","56","null","null","0","null","13","null","40","45","null","null","40","null","45","null","40","null","45","null","0","null","13","null","0","null","13","null","340","null","190","null","227","null","178","null","123","null","128","null","123","null","128","null","0","13","null","null","104","null","131","null","0","null","13","null","0","null","13","null","0","null","13","null","104","null","131","null","104","null","131","null","0","null","13","null","113","100","null","null","113","null","100","null","113","null","100","null","0","null","13","null","0","13","null","null",
"1500000US516500118003","Block Group 3, Census Tract 118, Hampton city, Virginia","512","null","211","null","266","null","202","null","229","195","null","null","98","null","136","null","98","null","136","null","0","null","13","null","131","null","145","null","92","null","127","null","92","null","127","null","0","null","13","null","39","null","63","null","39","63","null","null","0","null","13","null","37","54","null","null","36","null","54","null","36","null","54","null","0","null","13","null","1","null","3","null","246","null","120","null","185","null","119","null","102","null","75","null","102","null","75","null","0","13","null","null","83","null","112","null","0","null","13","null","0","null","13","null","0","null","13","null","83","null","112","null","83","null","112","null","0","null","13","null","61","47","null","null","61","null","47","null","61","null","47","null","0","null","13","null","0","13","null","null",
"1500000US516500118004","Block Group 4, Census Tract 118, Hampton city, Virginia","1118","null","360","null","46","null","68","null","46","68","null","null","0","null","13","null","0","null","13","null","0","null","13","null","46","null","68","null","0","null","13","null","0","null","13","null","0","null","13","null","46","null","68","null","46","68","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","1072","null","353","null","980","null","349","null","910","null","389","null","910","null","389","null","0","13","null","null","70","null","88","null","0","null","13","null","0","null","13","null","0","null","13","null","70","null","88","null","70","null","88","null","0","null","13","null","92","62","null","null","82","null","56","null","72","null","53","null","10","null","16","null","10","16","null","null",
"1500000US516500118005","Block Group 5, Census Tract 118, Hampton city, Virginia","264","null","162","null","31","null","49","null","31","49","null","null","0","null","13","null","0","null","13","null","0","null","13","null","31","null","49","null","31","null","49","null","31","null","49","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","233","null","160","null","170","null","160","null","156","null","158","null","156","null","158","null","0","13","null","null","14","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","28","null","14","null","28","null","0","null","13","null","63","50","null","null","63","null","50","null","63","null","50","null","0","null","13","null","0","13","null","null",
